"","pub_date","main","score"
"1","1989-01-01","Dolphin Dissection: Serious Subject",0
"2","1989-01-01","Europe's Old Colonies Are Getting Anxious as 1992 Nears",-0.5
"3","1989-01-01","IN THE REGION: Long Island; Recent Sales",0
"4","1989-01-01","NOTED WITH PLEASURE",0.5
"5","1989-01-01","In Switzerland, Wild Roses And an Elegy",-0.25
"6","1989-01-01","Agents vs. Alumni",0
"7","1989-01-01","Chefs Hunt Up a Delicious Time in Chester",-0.2
"8","1989-01-01","CRUSADER ON THE BEACH",0.5
"9","1989-01-01","A Holiday Seson Tradition: Counting Westchester's Birds",0.166666666666667
"10","1989-01-01","Jean Quinn Married to Dr. R. M. Alley",0.25
"11","1989-01-01","Question Of the Week; Who Was The Best Performer Of 1988?",0
"12","1989-01-01","'89 Tip-Off Foes Are Selected",0
"13","1989-01-01","Telling the Tales of Siena's Golden Age",0.2
"14","1989-01-01","Tea for Two (or More): A Sampling in London",0
"15","1989-01-01","NEWS SUMMARY",0
"16","1989-01-01","Court Declines to Intervene In UMass Election Dispute",-0.166666666666667
"17","1989-01-01","IT'S NOT OVER UNTIL THE SOPRANO DIES",-0.5
"18","1989-01-01","3 Die in Explosion at Brazilian Diplomat's House",-0.4
"19","1989-01-01","Some Dental Hygienists Seek Incentives",0
"20","1989-01-01","Santa On the Steps",0
"21","1989-01-01","Nintendo Fans",0
"22","1989-01-01","THE GUIDE",1
"23","1989-01-01","What's a Fair Price for Weakness?",0.25
"24","1989-01-01","Laurie K. Sutton To Marry in June",0.25
"25","1989-01-01","It Takes Two to Weigh All Sides of Prokofiev",0
"26","1989-01-02","Talk by Maurice Sendak Begins a Writers' Series",0
"27","1989-01-02","We May Be Asking Too Much of Our Presidents; Keep Electoral College",0
"28","1989-01-02","Irving Bank Deal Completed",0.25
"29","1989-01-02","The Super Bowl's Perfect 22",0.666666666666667
"30","1989-01-02","Compumed Inc reports earnings for Year to Sept 30",0
"31","1989-01-02","Memo Contradicts Government Reports On Uranium Leaks",-0.333333333333333
"32","1989-01-02","Lotto Prize to Be $26 Million",0.333333333333333
"33","1989-01-02","A Writing Workshop",0
"34","1989-01-02","Outdoors: Fundamental Steps for Using Decoy Ducks",0.166666666666667
"35","1989-01-02","Hurricanes Have Eyes On the Top",0.333333333333333
"36","1989-01-02","Shiite Rivals in Beirut Battle for Second Day",-0.333333333333333
"37","1989-01-02","G.O.P. Leader Expects Tax Rise in Budget Bill",-0.142857142857143
"38","1989-01-02","20 Years Ago, Three Men Circled the Moon",-0.166666666666667
"39","1989-01-02","Bookstores Look to Instant Ordering",0
"40","1989-01-02","Washington Talk: Briefing; In Memoriam",0
"41","1989-01-02","Corrections",1
"42","1989-01-02","BUSINESS DIGEST",0
"43","1989-01-02","EXECUTIVE CHANGES",-0.5
"44","1989-01-02","49ers Swamp Vikings, 34-9; Bills Beat Oilers, 17-10; Rice, Montana, Craig All Excel",0
"45","1989-01-02","Moscow Curbs Exports of Scarce Goods",0.2
"46","1989-01-02","School, Police and Employee Groups Pool Money to Give to the Neediest",0.125
"47","1989-01-02","Shut Military Units May Go to Homeless",0
"48","1989-01-02","Books of The Times; The Links and Rifts Between Fathers and Sons",0
"49","1989-01-02","Hospitals See (Relatively) Calm New Year",0.333333333333333
"50","1989-01-02","Fischbach Corp reports earnings for Qtr to Sept 30",0
"51","1989-01-03","Pro Bono",0.5
"52","1989-01-03","Chinese Demand More By a Literary Legend",0
"53","1989-01-03","Saudi-Texaco Joint Venture",0.333333333333333
"54","1989-01-03","CHANGES PLANNED IN ENTRANCE TEST USED BY COLLEGES",0.166666666666667
"55","1989-01-03","A Higher Gas Tax Isn't Courage, but Arrogance",-0.166666666666667
"56","1989-01-03","Black Mayor and Council Are Elected in Divided Town",0
"57","1989-01-03","Bridge",0
"58","1989-01-03","Our Towns; A Pair of Angels Who've Earned Their Wings",0.166666666666667
"59","1989-01-03","A Perfect Finish at 12-0 For Top-Ranked Notre Dame",0.2
"60","1989-01-03","Business Week's Move",0
"61","1989-01-03","State Lotteries Have Something of the Shell Game About Them",0.2
"62","1989-01-03","Use of Jailhouse Informers Reviewed in Los Angeles",0.5
"63","1989-01-03","American Exchange Has Strong 4th Quarter",0
"64","1989-01-03","Hurricanes Try Harder and Rout Nebraska",-0.2
"65","1989-01-03","Two Deal Makers Who Set Out Alone Find They Have Plenty of Company",0.25
"66","1989-01-03","Shaw Becomes a Hit In 2-Goal Performance",0
"67","1989-01-03","Williams's Late Drive Puts Clemson on Top",-0.166666666666667
"68","1989-01-03","End of an Experience",0.5
"69","1989-01-03","Eligibility Question",-0.5
"70","1989-01-03","Persistent Recruiters",0
"71","1989-01-03","Capital Cities' Satellite Stake",0
"72","1989-01-03","Depressed Woman Is Alive After Jump From the Verrazano",0
"73","1989-01-03","Fetisov Tries Diplomacy in Quest to Join Devils",-0.166666666666667
"74","1989-01-03","BUSINESS DIGEST",0
"75","1989-01-03","2 Argentines Prepare American Jazz Revue",0
"76","1989-01-04","Former Slaves Tell Of a Torn Country",0
"77","1989-01-04","PARLEY ON RIGHTS LIKELY IN MOSCOW",0.5
"78","1989-01-04","EATING WELL",0.5
"79","1989-01-04","Correction",1
"80","1989-01-04","In Modern Times, Shrinking Standards",0.5
"81","1989-01-04","Street Dramatist in India Slain Over Play",0.2
"82","1989-01-04","Homeless New York Families to Get U.S. Rent Subsidies",0
"83","1989-01-04","WINE TALK",0
"84","1989-01-04","Rite Aid Corp reports earnings for Qtr to Nov 26",0.142857142857143
"85","1989-01-04","Eddie Heywood, 73, Jazz Pianist, Arranger and Composer, Is Dead",-0.142857142857143
"86","1989-01-04","Jehovah's Witness Wins Bid To Block More Transfusions",-0.166666666666667
"87","1989-01-04","Holding On to Faith in the Face of the Reality of Evil",0
"88","1989-01-04","Lessons",0
"89","1989-01-04","Kohlberg, Kravis Views Mcorp Data",0
"90","1989-01-04","Intervoice Inc reports earnings for Qtr to Nov 30",0
"91","1989-01-04","The Chicken Dinner, Both Humble and Noble",0.5
"92","1989-01-04","Chief Executive Picked At Cyclops Industries",-0.2
"93","1989-01-04","KEY RATES",0
"94","1989-01-04","Radiant Technology Corp reports earnings for Year to Sept 30",0.142857142857143
"95","1989-01-04","When Gloves Just Won't Do",0.333333333333333
"96","1989-01-04","Plant Grows Own Pesticide",0
"97","1989-01-04","New Emergency-Room Rules Seen Going Unheeded in New York City",0
"98","1989-01-04","Correction",1
"99","1989-01-04","FOOD NOTES",0
"100","1989-01-04","Rare Wines Aid Meals-on-Wheels",0.25
"101","1989-01-05","Need Sheets for Your 707?",-0.5
"102","1989-01-05","Lyman C. Thunfors, 85, Retired Executive",-0.5
"103","1989-01-05","Review/City Ballet; After Mice And Toys, Balanchine",0
"104","1989-01-05","T. Herbert Shriver 2d, Investment Banker, 77",0
"105","1989-01-05","Correction",1
"106","1989-01-05","Pay Raises Won't Improve Our Lawmakers",0.2
"107","1989-01-05","Practically a Native",0.5
"108","1989-01-05","Excerpts From Pentagon Briefing on Libyan Jets",0
"109","1989-01-05","Jazz Waives Kofoed",0
"110","1989-01-05","Stocks Rally as Dow Rises 33.04, to 2,177.68",0.25
"111","1989-01-05","Giants' Assistant Turns In Resignation",-0.25
"112","1989-01-05","CHEMICAL PLANT LINK DENIED",-0.25
"113","1989-01-05","Co-op Efforts Rewarded At D.M.B.&B.",0.25
"114","1989-01-05","Duties Raised on Vehicles",-0.666666666666667
"115","1989-01-05","Illusion and Reality on Stage: Earning a Living vs. Altruism",0.166666666666667
"116","1989-01-05","Rabbis Agree to Plan for Stores Near Graves",-0.166666666666667
"117","1989-01-05","Correction",1
"118","1989-01-05","Castro Plays Down Differences With Soviets on Economic Change",0.166666666666667
"119","1989-01-05","Jersey Faces Shortfalls in Revenue, Kean Warns",0
"120","1989-01-05","Lukas Foss to Leave Brooklyn Philharmonic",0
"121","1989-01-05","Mr. Cuomo's Priorities, and Their Price",0
"122","1989-01-05","Talking Deals; The Constraints On Bank Buyouts",-0.2
"123","1989-01-05","Trial Begins On Newhouse Tax Issue",-0.2
"124","1989-01-05","Q&A",NA
