"","pub_date","main","score"
"1","2009-01-01","Today 100 Years Ago: Friday, Jan. 1, 1909",0
"2","2009-01-01","Pinter's Funeral Is Held in London",0
"3","2009-01-01","Beloved Pets Everlasting?",0.666666666666667
"4","2009-01-01","The Final Show",-0.5
"5","2009-01-01","Green Zone, Heart of U.S. Occupation, Reverts to Iraqi Control",0
"6","2009-01-01","The Apple Mactini",0
"7","2009-01-01","New Year's Day",0
"8","2009-01-01","Tip of the Week: Seeing Less of Your Friends on Facebook",0.166666666666667
"9","2009-01-01","With Cowher Out of Mix, Jets Restructure Search",-0.2
"10","2009-01-01","In Dense Gaza, Civilians Suffer",-0.25
"11","2009-01-01","Celebrating Watch Night",0.333333333333333
"12","2009-01-01","Correction",1
"13","2009-01-01","Test Memory for Errors",-0.333333333333333
"14","2009-01-01","Murder-Free for a Whole Year, Knock Wood",-0.2
"15","2009-01-01","Young Sontag: Intellectual in Training",0.5
"16","2009-01-01","Letting a Space Show Its Bones",-0.5
"17","2009-01-01","Sigh. Another Cold Christmas Break",-0.4
"18","2009-01-01","Dusting Off a Serene Jewel Box",0
"19","2009-01-01","Citigroup's Top Executives to Forgo '08 Bonuses",0
"20","2009-01-01","Paul Hofmann, Author and Foe of Nazis, Dies at 96",-0.166666666666667
"21","2009-01-01","Schwarzenegger Proposes Budget",0
"22","2009-01-01","No Spelling Help From iPhone",0
"23","2009-01-01","Grief Marks Anniversary of Triumph of Castro",0
"24","2009-01-01","With Cowher Out of Mix, Jets Restructure Search",-0.2
"25","2009-01-01","Where Police Work Has a Tinge of Sci-Fi",0
"26","2009-01-02","Jan. 2 Book Review Podcast",0
"27","2009-01-02","Prince Plans a Hat Trick",-0.25
"28","2009-01-02","The Morning Skate: Assessing the Winter Classic",0.2
"29","2009-01-02","Corrections",1
"30","2009-01-02","The Holidays Continue: Churches and Music in Moscow",0.2
"31","2009-01-02","Who Needs One? Anyone?",-0.333333333333333
"32","2009-01-02","Diamond Jim Goes on a Diet",0
"33","2009-01-02","TODAY IN BUSINESS",0
