"","pub_date","main","score"
"1","2011-01-01","UConn Overcomes Poor Shooting and South Florida",-0.166666666666667
"2","2011-01-01","Snow Job",0
"3","2011-01-01","Russia: 130 Protesters Are Detained",-0.666666666666667
"4","2011-01-01","The Long Road Ahead",0
"5","2011-01-01","A Building, and a City, as a Way Station to a Better Life",0.166666666666667
"6","2011-01-01","Paid Notice: Deaths  SILVERMAN, JOSEPH",-0.2
"7","2011-01-01","Hornets Rally to Beat Short-Handed Celtics",0
"8","2011-01-01","AT LEAST IT'S NOT SNOW",0
"9","2011-01-01","Calling Your Bank Collect",0.333333333333333
"10","2011-01-01","The End-of-the-Year Quiz",0
"11","2011-01-01","Comeback at Aqueduct",0.5
"12","2011-01-01","Museum Wants to Return Objects, but There's a Hitch",0.166666666666667
"13","2011-01-01","Boomers Hit New Self-Absorption Milestone: Age 65",0
"14","2011-01-01","U.S. Beats Switzerland",-0.5
"15","2011-01-01","Tom Vandergriff, Who Lured Baseball Team to Texas, Is Dead at 84",-0.285714285714286
"16","2011-01-01","The Next Treaties",0.5
"17","2011-01-01","In College, Coaches Can Be Married Only to the Job",0.2
"18","2011-01-01","Paid Notice: Deaths  TILP, ROBERT",-0.2
"19","2011-01-01","Miller Ends Fight in Alaska Election",-0.2
"20","2011-01-01","What Got Readers To Write",0
"21","2011-01-01","Power Shift Toward G.O.P. Resonates in 3 States",0.166666666666667
"22","2011-01-01","30 Seconds With Carl Banks",0
"23","2011-01-01","After Surgery to Slim Down, the Bills Can Pile Up",0
"24","2011-01-01","The Queen Honors Artists",0.333333333333333
"25","2011-01-01","A Year Anew",0
"26","2011-01-02","Eco Echo",0
"27","2011-01-02","Bookwoman",0
"28","2011-01-02","Paid Notice: Deaths  LEVENTHAL, CHARLES",-0.2
"29","2011-01-02","Boxing Injuries Neglected",-1
"30","2011-01-02","Australia Beats Belgium",-0.333333333333333
"31","2011-01-02","My Plate Is Full. Yours Is Borrowed.",0.333333333333333
"32","2011-01-02","Prosecutor Confirms Accusation Against Sudan Leader",-0.2
"33","2011-01-02","36 Hours in Santa Cruz, Calif.",0
"34","2011-01-02","When Movies Meet the Law",0.666666666666667
"35","2011-01-02","Paid Notice: Deaths  TILP, ROBERT",-0.2
"36","2011-01-02","Livermore Retirees Sue University Over Health Care Benefits",0.428571428571429
"37","2011-01-02","CALENDAR",0
"38","2011-01-02","Paid Notice: Memorials  ZALAZNICK, EDWARD",0
"39","2011-01-02","Paid Notice: Deaths  SHIMM, ROBERT A.",-0.2
"40","2011-01-02","N.F.L. Coaches Staying, Going and Thinking",0
"41","2011-01-02","Broccoli Stir-Fry With Chicken and Mushrooms",0
"42","2011-01-02","Letters: The Year in Ideas",0
"43","2011-01-02","Prosperity, Real or Imagined",1
"44","2011-01-02","Corrections",1
"45","2011-01-02","A New York City Weekend for $100",0
"46","2011-01-02","Paperback Business Best Sellers",0.25
"47","2011-01-02","From a Moment of Fear, a Lifetime of Clarity",0.25
"48","2011-01-02","Damascus",0
"49","2011-01-02","Paid Notice: Deaths  BROWNELL, HARRY J.",-0.2
"50","2011-01-02","Emily Bosk, Ethan Schoolman",0
"51","2011-01-03","Rare Ferrari FXX Evoluzione Is Coming to Auction",0.166666666666667
"52","2011-01-03","I'll Never Ration. Not Me. Not I.",-0.333333333333333
"53","2011-01-03","Popular Demand",0.5
"54","2011-01-03","Among the Seafaring Nomads of Asia",0
"55","2011-01-03","More on the 'Twiblings'",0
"56","2011-01-03","Steele to Debate Rivals for R.N.C. Post",-0.4
"57","2011-01-03","Obama: More Left or Right Than Expected?",0.25
"58","2011-01-03","Need a Gala? Tchaikovsky Is a Go-To Guy",-0.2
"59","2011-01-03","Steele Debates Four Challengers for R.N.C. Leadership",-0.333333333333333
"60","2011-01-03","New Rules Impose Systems for Sharing of Tips",0
"61","2011-01-03","Valuing Ally Financial",0.666666666666667
"62","2011-01-03","Orioles Reliever Is Suspect in Shooting, Police Say",-0.166666666666667
"63","2011-01-03","Room for Both IPad and Kindle",0
"64","2011-01-03","Sports Replay: Jan. 4",0
"65","2011-01-03","Japan Keeps a High Wall for Foreign Labor",-0.166666666666667
"66","2011-01-03","Bank of America Settles Fannie Mae and Freddie Mac Claims",0.125
"67","2011-01-03","Test Yourself | Math, Jan. 3, 2011",0
"68","2011-01-03","Paid Notice: Deaths  KING, ELIZABETH ""BETSEY"" BABCOCK WILSON",-0.125
"69","2011-01-03","China Quietly Extends Footprints Into Central Asia",0
"70","2011-01-03","Garbage to Compete With Snow as City Trucks Divide Duty",-0.285714285714286
"71","2011-01-03","Fiat Shares Rise After Company Splits",0.2
"72","2011-01-03","This Week's Health Industry News",0.5
"73","2011-01-03","Treasury Auctions for This Week",0
"74","2011-01-03","Turiaf's Blocks Carve Out a Path for the Knicks",-0.2
"75","2011-01-03","Paid Notice: Deaths  MILLIKEN, ROGER",-0.2
"76","2011-01-04","Chinese Wind Turbine Maker Set for $1.4 Billion I.P.O.",0
"77","2011-01-04","Senator Calls for Helmet Safety Investigation",0.4
"78","2011-01-04","Study of Children Raises Concerns Over Radiation",-0.4
"79","2011-01-04","Lottery Numbers",0
"80","2011-01-04","Bank of America Buys Back $2.5 Billion in Mortgage Debt",0.285714285714286
"81","2011-01-04","Get Ready for a G.O.P. Rerun",-0.25
"82","2011-01-04","Turkey's Soft Power in Iraq",0.25
"83","2011-01-04","Detecting Tuberculosis: No Microscopes, Just Rats",0
"84","2011-01-04","Diplomacy Again Falls Short in Tense Ivory Coast Standoff",-0.428571428571429
"85","2011-01-04","Paid Notice: Deaths  DOLGER, JONATHAN",-0.2
"86","2011-01-04","Japan Is on High Alert as a Virus Infiltrates Bird-Heavy Regions",0
"87","2011-01-04","Environmental Economist Joins White House Staff",0.166666666666667
