"","pub_date","main","score"
"1","2010-01-01","Time Warner and Fox Extend Talks Overnight",0
"2","2010-01-01","Asia Free-Trade Zone Raises Hopes, and Some Fears About China",-0.142857142857143
"3","2010-01-01","Deep Roots, Oranges and a Taste of Florida's Past",0
"4","2010-01-01","On the Street | Quicksilver",0
"5","2010-01-01","Rock and Pop Listings",0
"6","2010-01-01","Spare Times: For Children",0.333333333333333
"7","2010-01-01","West Bank: Teenager Suspected in Fire at Mosque",-0.333333333333333
"8","2010-01-01","Book Review Podcast: Sex and the Male Novelist",0
"9","2010-01-01","After Being a Florida Icon, Tebow Becomes an N.F.L. Question Mark",-0.142857142857143
"10","2010-01-01","Between War and Peace",0
"11","2010-01-01","Paid Notice: Memorials  DEIN, GITTIE PFEFFER",0
"12","2010-01-01","Paid Notice: Deaths  BERG, IAN J.",-0.2
"13","2010-01-01","As Tourism and Advertising Slide, a Zeppelin Company Tries to Stay Aloft",0
"14","2010-01-01","Greenwich Man Charged in Fatal Stabbing of His Daughter",-0.333333333333333
"15","2010-01-01","Happy New Year, for Blackwater",0.25
"16","2010-01-01","Soderling to Meet Federer",0.333333333333333
"17","2010-01-01","Growing Up Biracial Before Obama: Years of Pain and Eventual Progress",0
"18","2010-01-01","With Bradley Out, Cubs Bring in Byrd",0
"19","2010-01-01","'Ragtime' Gets a Week's Reprieve",-0.25
"20","2010-01-01","Inside the Times",0
"21","2010-01-01","Afghans Investigate Reports of More Civilian Deaths",-0.2
"22","2010-01-01","Downtime At New Year? It's Filled",0.25
"23","2010-01-01","What's On Today",0
"24","2010-01-01","Debate Grows Over Roundup of Wild Horses in Nevada",-0.333333333333333
"25","2010-01-01","Laird Brothers Arrested",0.333333333333333
"26","2010-01-02","Sweet Finish for Tebow and Gators",0.25
"27","2010-01-02","A Sign of Things to Come at Ohio State?",0.4
"28","2010-01-02","What's On Today",0
"29","2010-01-02","Committee Could Rule on Resting of Starters",0.25
"30","2010-01-02","The Fumble and the Unreliability of Memory",-0.666666666666667
"31","2010-01-02","As Scandals Arose, Armstrong Just Rode On",0
"32","2010-01-02","Spectacle Trumps Skill as Bruins Beat Flyers in Winter Classic",0.125
"33","2010-01-02","Byblos Goes Upscale",0
"34","2010-01-02","Even Better than Pepperoni Pizza...",0.25
"35","2010-01-02","Giants at Vikings: What to Watch",0
"36","2010-01-02","Telecom Company to Pay $3 Million in China Bribe Case",0.142857142857143
"37","2010-01-02","Paid Notice: Deaths  ROSS, MORTON M.",-0.2
"38","2010-01-02","In the Bronx, a Church Defiled but Unbowed",-0.25
"39","2010-01-02","Paid Notice: Deaths  SIMKO, GEORGE J.",-0.2
"40","2010-01-02","Blizzard Conditions Acrostic",0
"41","2010-01-02","A Pop Star in Her Own Time Zone",0
