"","pub_date","main","score"
"1","2012-01-01","Michelle Girolami, Spencer Cohen",0
"2","2012-01-01","Prosecutorial Misconduct Moves to Front of Agenda",-0.2
"3","2012-01-01","Study of Waterways Stirs Debate on Roles in the Region's Future",-0.285714285714286
"4","2012-01-01","The Week Ahead | Jan. 1 - Jan. 7",0
"5","2012-01-01","On The Market",0
"6","2012-01-01","Paid Notice: Deaths  MINDELL, MARVIN I",-0.2
"7","2012-01-01","Paperback Row",0
"8","2012-01-01","The Week Ahead | Jan. 1 - Jan. 7",0
"9","2012-01-01","ON THE MARKET",0
"10","2012-01-01","Setting A Scene With Words",0
"11","2012-01-01","Girl in a Fishbowl",0
"12","2012-01-01","A Working Vacation",0
"13","2012-01-01","From Opossums to Gorillas",0
"14","2012-01-01","Merry Measure",1
"15","2012-01-01","Apropos Appropriation",0.5
"16","2012-01-01","A Look at the Jets' Loss",-0.333333333333333
"17","2012-01-01","Newt Gingrich's Glory Days",0.25
"18","2012-01-01","Disruptions: Resolved in 2012: To Enjoy the View Without Help From an iPhone",0.142857142857143
"19","2012-01-01","Text Messaging Is in Decline in Some Countries",-0.25
"20","2012-01-01","Pico Iyer's Kinship With Graham Greene",0
"21","2012-01-01","A Forgotten Prayer, Answered",0
"22","2012-01-01","A View From the Margins",-0.5
"23","2012-01-01","The Week Ahead | Jan. 1 - Jan. 7",0
"24","2012-01-01","Unboxed Extra: I.B.M. and America's Job Challenge",-0.166666666666667
"25","2012-01-01","Does the F.A.'s Report Change Your Opinion on Suarez?",-0.2
"26","2012-01-02","Paid Notice: Deaths  OSTRAU, BERT",-0.2
"27","2012-01-02","Looking Ahead to Economic Reports This Week",0.2
"28","2012-01-02","After Setbacks, Perry Takes the Long View",0
"29","2012-01-02","Super Bowl Advertising Sells Out",0.25
"30","2012-01-02","Mistakes and How To Deal With Them",-0.5
"31","2012-01-02","The New Book Beyond the Book",0
"32","2012-01-02","Fighting Over Parsley",-0.5
"33","2012-01-02","A Celebrity Chef Will Take to the Chicago Stage",0.333333333333333
"34","2012-01-02","'Essential Benefits' and Health Reform",0.75
"35","2012-01-02","It Costs More, but Is It Worth More?",0
"36","2012-01-02","Really? The Claim: Listening to Music Can Relieve Pain",0
"37","2012-01-02","Day's Best",0.5
"38","2012-01-02","Giants Close-Up",0
"39","2012-01-02","Footnotes",0
"40","2012-01-02","Live Analysis: Rangers Win Winter Classic",0.333333333333333
"41","2012-01-02","How Iraq Can Define Its Destiny",0
"42","2012-01-02","Live Analysis: Rangers Win Winter Classic",0.333333333333333
"43","2012-01-02","What's On Today",0
"44","2012-01-02","PBS Takes On the Premium Channels",0.25
"45","2012-01-02","Biker in Dakar Rally Dies",0
"46","2012-01-02","Iowa Race Tightens in Final 48 Hours",-0.2
"47","2012-01-02","Grunge in the Ganges",0
"48","2012-01-02","Paid Notice: Deaths  FEDER, BETTY",-0.2
"49","2012-01-02","It Costs More, but Is It Worth More?",0
"50","2012-01-02","Obscuring a Muslim Name, and an American's Sacrifice",-0.2
"51","2012-01-03","Hello, How Are You? Hello, How Are You? ",0
"52","2012-01-03","Ibsen 'Fragments' Under Scrutiny",0
"53","2012-01-03","Raising A Glass To 2011",-0.5
"54","2012-01-03","Bull's-Eye | Jason Wu for Target",0
"55","2012-01-03","To Asia and Back, Sleep Not an Option",0.5
"56","2012-01-03","Bob Anderson, Sword Master, Dies at 89",0
"57","2012-01-03","For Neck Pain, Chiropractic and Exercise Are Better Than Drugs",0
"58","2012-01-03","Anger and Hate Devour a Man and His Country",-0.2
"59","2012-01-03","Risks: Resting Heart Rate as Simple Biomarker",0.333333333333333
"60","2012-01-03","Santorum Delivers Harsh Critique of Obama and His Values",0
"61","2012-01-03","Incorrect",-1
"62","2012-01-03","Kashmir: Protesters Fired On",-0.666666666666667
"63","2012-01-03","Protocol to Treat Anorexia Is Faulted",0
"64","2012-01-03","Los Angeles Police Arrest Suspect in Car Arsons",0
"65","2012-01-03","Oprah's 'Next Chapter' Draws 1.1 Million Viewers",0
"66","2012-01-03","A Recipe for Simplifying Life: Ditch All the Recipes",0.2
"67","2012-01-03","Arts Education Center Names New Executive",0.166666666666667
"68","2012-01-03","Why I'd Bet on Santorum (and Against My Model)",0
"69","2012-01-03","Words of Wisdom From the Candidates: End This, Repeal That",0.2
"70","2012-01-03","Pictures of the Day: Iraq and Elsewhere",0
"71","2012-01-03","Broadway Box Office Soars, With 'Spider-Man' Flying Highest Ever",-0.125
"72","2012-01-03","Wednesday: You Are Here",0
"73","2012-01-03","Iowa, the Early Decider, Still Hasn't",0
"74","2012-01-03","Arbitration Award for Exxon Is Detailed",0.5
"75","2012-01-03","Video: Two Teams With Different Fates",-0.2
"76","2012-01-04","Former M.T.A. Chief Recounts His Ups and the System's Downs",0
"77","2012-01-04","Massachusetts: Police Say Lieutenant Governor Was Sleeping and Speeding Before Car Crash",0
"78","2012-01-04","Producers List May Give 'Bridesmaids' an Oscar Shot",0
"79","2012-01-04","Paid Notice: Deaths  CAREY, WILLIAM POLK",-0.166666666666667
"80","2012-01-04","Paid Notice: Deaths  ROBBIE, JORENE FRENKL",-0.166666666666667
"81","2012-01-04","Will Amazon Offer Analytics as a Service?",0.2
"82","2012-01-04","Three New Stars in 3-Point Land",-0.2
"83","2012-01-04","Mississippi State Defensive Tackle Declares for N.F.L. Draft",0.142857142857143
"84","2012-01-04","Wednesday Reading: Space Tourism Flights Departing Soon",0
"85","2012-01-04","Beautifying America",0.5
"86","2012-01-04","Paid Notice: Deaths  MLOTOK, MELVIN H.",-0.2
"87","2012-01-04","Barnes & Noble Said to Put Publishing House Up for Sale",0.142857142857143
"88","2012-01-04","New York Daily News Picks as Editor Colin Myler, Formerly of News of the World",-0.0909090909090909
"89","2012-01-04","Night in a Baghdad E.R.",0
"90","2012-01-04","Daily Report: Teachers Resist Rules on Classroom Tech",0
"91","2012-01-04","M.I.T. Professor: High Weight and Horsepower Nullify Gains in Efficiency",0.125
"92","2012-01-04","Puddin' by Clio Opening in the Village",0.25
"93","2012-01-04","Corrections: January 4",0.5
"94","2012-01-04","Covering 'America the Beautiful'",0.333333333333333
"95","2012-01-04","A New Diversity Monitor for the S.E.C.",-0.25
"96","2012-01-04","Leonardo Painting's Restoration Bitterly Divides Art Experts",0.142857142857143
"97","2012-01-04","Reviewing What Worked and What Didn't in 2011",0
"98","2012-01-04","'Ideas Do Have Consequences': the Ron Paul Appeal",0.2
"99","2012-01-04","Paid Notice: Deaths  BAB, DONALD STUART",-0.166666666666667
"100","2012-01-04","A New Year, a New Perspective",0
"101","2012-01-05","A Role That Was Good and True and Stole the Scene",0.2
"102","2012-01-05","One Thing Hasn't Changed: Banks Have the Money",0
"103","2012-01-05","McCain Backs Romney After Santorum's Surge in Iowa",0.333333333333333
"104","2012-01-05","In New Strategy, Panetta Plans Even Smaller Army",0
"105","2012-01-05","Santorum Insists West Bank Is 'Part of Israel'",0.166666666666667
"106","2012-01-05","Image of the Day: January 5",0
"107","2012-01-05","Abraham Lincoln's Audacious Plan",-0.25
"108","2012-01-05","'Right to Work' Republicans Deprived of a Quorum in Indiana",0
