"","pub_date","main","score"
"1","1990-01-01","Times Square Ushers in the 90's",0.333333333333333
"2","1990-01-01","Soviet Deputy Prime Minister Is Seeking A Safe Path Through a Time of Change: LEONID ABALKIN, Soviet Adviser",0.307692307692308
"3","1990-01-01","Review/Dance;   An Ugly Duckling Parable In a Setting of Urban Frenzy",-0.142857142857143
"4","1990-01-01","Mindless Macho in Panama",0
"5","1990-01-01","Prayer and Praise Honor New Mayor",0.4
"6","1990-01-01","For Dinkins, Pomp, Ceremony, Triumph And a Dream Realized",0.5
"7","1990-01-01","Spurrier Takes Florida Job",0
"8","1990-01-01","Islanders Win, 4-2",0
"9","1990-01-01","Markets Closed",0
"10","1990-01-01","An Israeli Paper Says Jews Were Released And Ceausescu Paid",0
"11","1990-01-01","Firm's Chief Hopes Troubles Remain Behind: FREDERICK H. JOSEPH, Drexel Burnham",0.1
"12","1990-01-01","For the Elderly, a New Way to ''Stay Well''",0.2
"13","1990-01-01","Shamir Dismisses Weizman From Israel's Government",-0.2
"14","1990-01-01","Joyce Dinkins, a Quiet Lady Who Is No Longer a Private Person",0
"15","1990-01-01","Angry Words Spark Kansas",-0.25
"16","1990-01-01","A Melee Interrupts Testimony by Chun",-0.25
"17","1990-01-01","At Colorado, Passer Grows Up on the Move",0
"18","1990-01-01","Washington Talk;   For Bush in 1989, the Focus Was Foreign Policy",-0.166666666666667
"19","1990-01-01","Gifts to Neediest for Those Without Options",0.5
"20","1990-01-01","Nunn Says U.S. Should Negotiate Deeper Cuts on Troops in Europe",0
"21","1990-01-01","Clemson Coasts",0
"22","1990-01-01","Sizing Up Cuts to the Military Budget",-0.25
"23","1990-01-01","Some Lincoln Investors Escape Loss in Collapse",-0.4
"24","1990-01-01","President Quits At Midway Air",-0.25
"25","1990-01-01","Business Scene;   Stock Buybacks Vs. Risky Outlays",-0.166666666666667
"26","1990-01-02","The New 'Sooners'",0
"27","1990-01-02","Open Housing Is Mired in Lawsuits Again",0.25
"28","1990-01-02","Upheaval in the East: Havel's Vision;   Excerpts From Speech By the Czech President",-0.125
"29","1990-01-02","Patterns",0
"30","1990-01-02","Success for Wisconsin",0.5
"31","1990-01-02","Sanford Journal;   Death at 35 Breaks A Loving Silence",-0.166666666666667
"32","1990-01-02","Quotation of the Day",0
"33","1990-01-02","Off-Balance Virginia Loses to Illinois",-0.25
"34","1990-01-02","New Deal for Ryan?",0
"35","1990-01-02","Books of The Times;   Poet, Businessman, Mystic, Senator, Irishman",0
"36","1990-01-02","Beijing Journal;   On the Stifled Campuses, Faint Echoes of Dissent",-0.428571428571429
"37","1990-01-02","Three Names for S.E.C.",0
"38","1990-01-02","Medical Examiners Are Vital to Control of AIDS",0.4
"39","1990-01-02","Lilly Dache, 97, Creator of Hats For the Fashion Set of Yesteryear",0.142857142857143
"40","1990-01-02","Racing Against Time To Save Recordings Of Toscanini's Work",0
"41","1990-01-02","Israelis Deadlocked Over the Dismissal of Weizman",-0.5
"42","1990-01-02","Many Florida Bathers Stung By Portuguese Men-of-War",0
"43","1990-01-02","Quake Near Palm Springs",0
"44","1990-01-02","Perles Reveals Little on Talk With the Jets",0
"45","1990-01-02","For Many On Wall St., A Post-80's Hangover",0
"46","1990-01-02","For Actress in 'The Merchant,' Hatred of Portia Turns to Love",-0.166666666666667
"47","1990-01-02","Markets Closed",0
"48","1990-01-02","In Health Care, a Question of Quality: Cost-Control Efforts Raise Concerns",0
"49","1990-01-02","Economic Calendar",0.5
"50","1990-01-02","Miami Puts Away Alabama Easily",0
"51","1990-01-03","THE MEDIA BUSINESS: Advertising;   People",0
"52","1990-01-03","New Wisconsin Coach",0
"53","1990-01-03","Perles High on Jets' List",0
"54","1990-01-03","Rude, Rash, Effective, Act-Up Shifts AIDS Policy",0
"55","1990-01-03","Anti-Bias Classes in Georgia",0
"56","1990-01-03","Critic's Notebook;   Film Makers' Youth: Outsiders Looking In",-0.285714285714286
"57","1990-01-03","THE MEDIA BUSINESS: Advertising;   Life Offers Discount For Running Old Ads",0
"58","1990-01-03","Reaction Mixed to Certification Plan",-0.25
"59","1990-01-03","Sinking Barge Salvaged on the Monongahela",0
"60","1990-01-03","Let Marketplace Repair Our Crumbling Nation",-0.2
"61","1990-01-03","Apogee Enterprises reports earnings for Qtr to Dec 2",0
"62","1990-01-03","$1 Billion Fund Set Up to Back Poland's Currency Program",0.142857142857143
"63","1990-01-03","Tap Transport Trust",0.333333333333333
"64","1990-01-03","Karajan's Provocative Successor at Salzburg",-0.25
"65","1990-01-03","Stuffing, in Their Words",0
"66","1990-01-03","Review/Music;   Rap and Politics From Public Enemy",0
"67","1990-01-03","H. E. Kershner, 98, A Longtime Worker In Children's Causes",0
"68","1990-01-03","U.S. Aid for Khmer Rouge Is Repugnant",0
"69","1990-01-03","Panamanian Runs the Canal: A First",-0.25
"70","1990-01-03","Image Bank Inc. reports earnings for Qtr to Sept 30",0
"71","1990-01-03","Chiron-Ortho Pact For Du Pont Unit",0
"72","1990-01-03","Lawrence Alloway Is Dead at 63; Art Historian, Curator and Critic",-0.142857142857143
"73","1990-01-03","Hurricanes Produce Convincing Victory",0.5
"74","1990-01-03","Tale of Two Dictators",-0.333333333333333
"75","1990-01-03","Vow by Schembechler",0
"76","1990-01-04","PERSONAL HEALTH",0.5
"77","1990-01-04","Phoenician Resort Goes To Cramer-Krasselt",0
"78","1990-01-04","Teen-Agers Who Won't Join When Drug Dealers Recruit",0.166666666666667
"79","1990-01-04","Savings Agency Ordered to Sell Real Estate Fast",0.285714285714286
"80","1990-01-04","News Summary",0
"81","1990-01-04","Salvadoran Coffee Boycott Does Harm",-0.25
"82","1990-01-04","Market Place;   Eastern Bloc Shift Worries Western Banks",-0.125
"83","1990-01-04","Subway Voucher Policy Rescinded by T.A.",0
"84","1990-01-04","Quotation of the Day",0
"85","1990-01-04","Group W Sports Gains",0.333333333333333
"86","1990-01-04","Alaskan Volcano Settles Down",0.333333333333333
"87","1990-01-04","Giants Could See Tricky Defenses",0
"88","1990-01-04","Rams Are Looking Ahead, Not Back at Easy Victory",0.5
"89","1990-01-04","Herbert Pollack, 84, a Physician, Teacher and Government Adviser",0.166666666666667
"90","1990-01-04","Japan Store Shuns Bloomingdale's Bid",-0.2
"91","1990-01-04","Arthur Gold, a Canadian Pianist Performing in a Duo, Dead at 72",0
"92","1990-01-04","A Dubious Reagan Achievement",0
"93","1990-01-04","Oscar Gass, 77, Dies; Economic Consultant",0.2
"94","1990-01-04","UAL Moves Up Meetings on Buyout",0.25
"95","1990-01-04","Currents;   Fitting New York Into Your Wallet",0.2
"96","1990-01-04","The Z Document: 'Mr. X' in Our Time",0
"97","1990-01-04","Girl, 12, Is Raped, Burned and Stabbed",-0.5
"98","1990-01-04","Green Thumbs in Winter",0
"99","1990-01-04","Policy in Latin America: 2 Standards",0.25
"100","1990-01-04","Disrupting Worship Was Wrong, but the Reasons Were Right;   Like Operation Rescue",0.25
"101","1990-01-05","River in Pennsylvania Is Reopened After Spill",-0.25
"102","1990-01-05","What 'Permanent Congress'?",0
"103","1990-01-05","Punished by Bucharest, City's Choice Was Revolt",-0.4
"104","1990-01-05","At La Salle, It Pays to Be Nice",0.666666666666667
"105","1990-01-05","Litton Seeks Sale Of 3 Divisions",-0.25
"106","1990-01-05","As Buyers Balk, Argentine Prices Dip",-0.2
"107","1990-01-05","Israel Is Criticized by Amnesty International",0
"108","1990-01-05","At Least 210 Die in Pakistan's Worst Rail Crash",-0.333333333333333
"109","1990-01-05","Quotation of the Day",0
"110","1990-01-05","Leonard Elliott, Actor, 84",0
"111","1990-01-05","Husband of Slain Boston Woman Becomes a Suspect, Then a Suicide",-0.142857142857143
"112","1990-01-05","Fresh, Hot and Headed for Fame, These Are the Faces to Watch;   Classical Music",0.25
"113","1990-01-05","Red Cross Issues Emergency Plea For Blood in Some Regions of U.S.",-0.285714285714286
"114","1990-01-05","Charles E. Arch, Manufacturer, 79",0
"115","1990-01-05","Seattle Journal;   Drug War Weapon: Manpower On Bikes",-0.142857142857143
"116","1990-01-05","Corrections",1
"117","1990-01-05","New State Treasurer Is Named by Florio",0.4
"118","1990-01-05","Appeal Is Sought On Howard Beach",0.5
"119","1990-01-05","PRAGUE IS SEEKING NEW TRADE SYSTEM FOR THE EAST BLOC",0
"120","1990-01-05","Teachers to Go to Poland",0
"121","1990-01-05","U.S. Panel Calls for Delays In Offshore Drilling for Oil",0
"122","1990-01-05","Lebanese Shiite Rivals Step Up Fighting",-0.4
"123","1990-01-05","Michaels to Coach",0
"124","1990-01-05","11'-6'' Minus 13' Equals a Traffic Headache",0
"125","1990-01-05","Review/Dance;   Chuma, Skura, O'Connor: Improvisers With a Plan",0
"126","1990-01-06","Department Spent $224,000 In Effort to Unmask Informer",0.2
"127","1990-01-06","Letter: On Abortion;   The Problem of Parental Notification",-0.2
"128","1990-01-06","Principal to Be Charged With Incompetence",-0.333333333333333
"129","1990-01-06","Dorsey Return Likely; Allegre Still Waiting",0.166666666666667
"130","1990-01-06","Beliefs",0
"131","1990-01-06","Japanese Insurance Concern Invests in American Express",-0.166666666666667
"132","1990-01-06","A New Air Force One",-0.25
"133","1990-01-06","Review/Music;   Philharmonic In Concerto By Neikrug",0
"134","1990-01-06","Tree Devastation in Riverside Park Silences the Song of Birds",-0.142857142857143
"135","1990-01-06","Suffolk County Officer Held On Rape and Sodomy Counts",0
"136","1990-01-06","Dinkins Seeks Spending Cuts From Agencies",-0.2
"137","1990-01-06","Patents;   A Raceway for Rodents That Is Escape-Free",0
"138","1990-01-06","Gary Reasons' Head",0.333333333333333
"139","1990-01-06","What? Send Women to War?",-0.333333333333333
"140","1990-01-06","Transactions",0
"141","1990-01-06","COMPANY BRIEFS",0.5
"142","1990-01-06","Joseph Anderson, 75, Ex-Military Attache",0.25
"143","1990-01-06","Patents;   A Tape Measure With Digital Readout",0.2
"144","1990-01-06","Dakin Accord With Hallmark",0.333333333333333
"145","1990-01-06","Anheuser-Busch",0
"146","1990-01-06","Ernest T. Brainard, 99, Broker in Connecticut",0
"147","1990-01-06","Manila to Dismiss 126,000",-0.5
"148","1990-01-06","Corrections",1
"149","1990-01-06","Plea in Martin Case",0
"150","1990-01-06","Theodore I. Felner, 81, Former Textile Official",0
"151","1990-01-07","FLASHCARD",0
"152","1990-01-07","Arthur Kennedy, Actor, 75, Dies; Was Versatile in Supporting Roles",0.142857142857143
"153","1990-01-07","UPHEAVAL IN THE EAST: Japan;   Tokyo Broadens Plan to Aid A New Poland and Hungary",0
"154","1990-01-07","FLASHCARD",0
"155","1990-01-07","More on the 54th Massachusetts",0
"156","1990-01-07","Illinois and Kentucky at Odds Over a Disputed River Border",-0.333333333333333
"157","1990-01-07","STREETSCAPES: The Christian Herter Home;   Another Transformation For a 'Modern French' House",0.111111111111111
"158","1990-01-07","Freedom Is a Sanctuary In a Changing World",0.5
"159","1990-01-07","Can the Star of Miami Save New York City's Schools?",0.125
"160","1990-01-07","Bed and Breakfast",0
"161","1990-01-07","IN THE REGION: New Jersey;   Recent Sales",0
"162","1990-01-07","Reform by High-Tech",0
"163","1990-01-07","Corrections",1
"164","1990-01-07","A Giant Sale By Uncle Sam",0
"165","1990-01-07","Some RUnaways Find A Place to Call Home",0
"166","1990-01-07","CORRECTION",1
"167","1990-01-07","Soviet-American Base A Good Antarctic Idea",0.2
"168","1990-01-07","Reviews/Music;   Playing Bowls of Water: An Indian Tradition",0.333333333333333
"169","1990-01-07","Miss Cotler Plans Wedding in April",-0.2
"170","1990-01-07","Archie Bunker's South African Cousin Has TV Debut",0
"171","1990-01-07","Being Left Out On a Special Day",0.333333333333333
"172","1990-01-07","Karen Cox Weds John J. Mandy Jr.",0
"173","1990-01-07","Another Bowl to Miami",0
"174","1990-01-07","Folk Tales Of the Hudson Recaptured in Manuscripts",0
"175","1990-01-07","Knicks Are Beaten by Pistons",0
"176","1990-01-08","Crownamerica Inc reports earnings for Qtr to Dec 2",0
"177","1990-01-08","Herbert Briggs, 89, Professor at Cornell And Arbitrator, Dies",0
"178","1990-01-08","Broncos Overtake Steelers",0
"179","1990-01-08","Question Box",-1
"180","1990-01-08","Sri Lanka Tamils Retaking Territory",0
"181","1990-01-08","Accounts",1
"182","1990-01-08","Reviews/Dance;   'Cortege Hongrois,' Big and Cheerful, From City Ballet",0.142857142857143
"183","1990-01-08","Shuttle Ready to Go, but Weather May Not Be",0
"184","1990-01-08","What Exactly Do We Want From Our Schools?",0.333333333333333
"185","1990-01-08","Israeli Army Kills Infiltrator",-0.5
"186","1990-01-08","Plan to Maintain Housing Dies as a Deadline Passes",-0.166666666666667
"187","1990-01-08","Key Cases Before the Court",0.333333333333333
"188","1990-01-08","Autoclave Engineers Inc reports earnings for Qtr to Nov 30",0
"189","1990-01-08","U.S. Farm Credit Agency to Price Its Bonds",0.2
"190","1990-01-08","Mikros Systems Corp reports earnings for Qtr to Sept 30",0
"191","1990-01-08","Bishop Inc reports earnings for Qtr to Sept 30",0
"192","1990-01-08","Alabama's Curry Resigns",-0.333333333333333
"193","1990-01-08","Two Decades Of Suffering In Cambodia",-0.5
"194","1990-01-08","Cam Data Systems reports earnings for Year to Sept 30",0
"195","1990-01-08","Reviews/Music;   Pop Culture With a Strong Undercurrent of Psychedelia",0.166666666666667
"196","1990-01-08","In Chile, Economic and Political Success Go Hand in Hand;   Tell the Whole Truth",0.444444444444444
"197","1990-01-08","Schultz Urges New Approach to Sports",0.2
"198","1990-01-08","Hungary to Raise Prices Over 25%",-0.333333333333333
"199","1990-01-08","SALVADOR LEADER LINKS THE MILITARY TO PRIESTS' KILLING",-0.166666666666667
"200","1990-01-08","What Price Art? Ask Japanese Collectors.",0.2
"201","1990-01-09","China Buys U.S. Wheat",0.333333333333333
"202","1990-01-09","Robert Graham, Policy Analyst, 74",0
