"","main","kicker","section_name","pub_date"
"1","The Euro Takes a Visible Shape: Pocket Change","THE MARKETS: CURRENCIES","Front Page; Business","2002-01-01 00:00:00"
"37","Reviving Argentina: The Trouble With Taxes",NA,"Business","2002-01-01 00:00:00"
"53","Chicken Well Simmered in a Political Stew; Tyson Fosters Ties to Officials But Is Unable to Avoid Scrutiny",NA,"Business","2002-01-01 00:00:00"
"57","BUSINESS DIGEST",NA,"Business","2002-01-01 00:00:00"
"66","Oil Deals That Warmed Customers' Hearts Leave Them Steaming",NA,"Business","2002-01-01 00:00:00"
"70","ECHOSTAR IS ORDERED TO CARRY DISNEY CHANNELS","COMPANY NEWS","Business","2002-01-01 00:00:00"
"81","M.B.A. Schools Shift Focus to Jobs",NA,"Business","2002-01-01 00:00:00"
"100","2 Computer Giants Hope to Avoid Pitfalls of Past Mergers",NA,"Technology; Business","2002-01-01 00:00:00"
"103","COMPANY BRIEFS",NA,"Business","2002-01-01 00:00:00"
"105","Key Rates","THE MARKETS","Business","2002-01-01 00:00:00"
"111","Hyundai Securities Delays Talks on Sale of a Big Stake",NA,"Business","2002-01-01 00:00:00"
"115","Qwest Plan Stirs Protest Over Privacy",NA,"Technology; Business","2002-01-01 00:00:00"
"138","After Two-Year Drop in Markets, Calendar Turns on Note of Hope","THE MARKETS: STOCKS & BONDS","Front Page; Business","2002-01-01 00:00:00"
"144","A Sweeter 4th Quarter for a Sour Year",NA,"Business","2002-01-01 00:00:00"
"159","Merger Business Plunges for Investment Banks, but Underwriting Is Up",NA,"Business","2002-01-01 00:00:00"
"193","OUTLOOK: Markets & Investing; Bonds May Have Tougher Time Outperforming Stocks in 2002",NA,"Business","2002-01-02 00:00:00"
"204","OUTLOOK: Markets & Investing; Prognosis for Stocks Brightens After 2 Years of Big Declines",NA,"Business","2002-01-02 00:00:00"
"215","OUTLOOK: Markets & Investing; Junk Bonds Still Have Fans Despite a Dismal Showing in 2001",NA,"Business","2002-01-02 00:00:00"
"254","OUTLOOK: Round Table; Nasdaq's Rough Year",NA,"Business","2002-01-02 00:00:00"
"288","Global Oil Glut Contains Subtle Dangers","OUTLOOK","Business","2002-01-02 00:00:00"
"297","OUTLOOK: Round Table; Wall Street's Prescriptions in a Convalescing Economy",NA,"Business","2002-01-02 00:00:00"
"321","OUTLOOK: Markets & Investing; Oversupply and Slackened Demand Vex Commodity Markets",NA,"Business","2002-01-02 00:00:00"
"322","OUTLOOK: Markets & Investing; Strong Dollar Erodes Global Investments",NA,"Business","2002-01-02 00:00:00"
"346","OUTLOOK: Markets and Investing; Individual Investors, While Chastened, Are Not Giving Up",NA,"Business","2002-01-02 00:00:00"
"364","OUTLOOK: Markets & Investing; Initial Public Offerings in 2001",NA,"Business","2002-01-02 00:00:00"
"368","OUTLOOK: Markets & Investing; Roll Over, Shakespeare, the Future of Jargon Is Here",NA,"Business; Books","2002-01-02 00:00:00"
"387","Tyco Shares Decline 2.8% On Talk of a U.S. Inquiry",NA,"Business","2002-01-03 00:00:00"
"397","THE MARKETS: COMMODITIES",NA,"Business","2002-01-03 00:00:00"
"402","Technology Briefing | Internet: Instant Messenger Found To Be Flawed",NA,"Technology; Business","2002-01-03 00:00:00"
"415","Fox News Hires Van Susteren From CNN, Filling the Zahn Slot",NA,"Business","2002-01-03 00:00:00"
"446","Airlines Shy Away From Loan Guarantees by U.S.",NA,"Business","2002-01-03 00:00:00"
"455","A TV spot, to be broadcast nationwide, will honor the man who had a dream.","THE MEDIA BUSINESS: ADVERTISING","Business","2002-01-03 00:00:00"
"464","Key Rates","THE MARKETS","Business","2002-01-03 00:00:00"
"465","Malone Advertising Acquiring Haselow","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2002-01-03 00:00:00"
"480","Horrible Year Ends on Up Note At Cantor; Financial Health for the Firm And More Smiles for the Staff",NA,"Business","2002-01-03 00:00:00"
"492","COMPANY BRIEFS",NA,"Business","2002-01-03 00:00:00"
"495","BUSINESS DIGEST",NA,"Business","2002-01-03 00:00:00"
"500","U.S. Eases Some Curbs On Exporting Technology","TECHNOLOGY","Technology; Business","2002-01-03 00:00:00"
"502","High Hurdles for Deep Mine",NA,"Business","2002-01-03 00:00:00"
"504","World Business Briefing | Europe: Britain: Bid For Packaging Concern",NA,"Business","2002-01-03 00:00:00"
"511","THE MARKETS: CURRENCIES",NA,"Business","2002-01-03 00:00:00"
"525","THE MARKETS: Market Place; Analyst Talks Of Bankruptcy, And Kmart Takes a Plunge",NA,"Business","2002-01-03 00:00:00"
"533","Economic Scene; Things that every economist takes for granted could help a lot of other people avoid some costly mistakes.",NA,"Business; Books","2002-01-03 00:00:00"
"546","Ruling Eases Restrictions On Tax Shelters For Companies",NA,"Business","2002-01-03 00:00:00"
"569","Changes at the Top For Two Agencies","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2002-01-03 00:00:00"
"587","People","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2002-01-03 00:00:00"
"591","Senate Democrats Plan To Subpoena Enron Papers",NA,"Business","2002-01-03 00:00:00"
"596","Technology Briefing | Hardware: November Chip Sales Show Gain",NA,"Technology; Business","2002-01-03 00:00:00"
"598","US Airways Account Goes to Baltimore","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","2002-01-03 00:00:00"
"602","World Business Briefing | Europe: Britain: Lloyd's Investors Decline",NA,"Business","2002-01-03 00:00:00"
