"","main","kicker","section_name","pub_date"
"2","Markets Closed",NA,"Business","1996-01-01"
"19","Netscape Bumps Yahoo! Internet Directory",NA,"Business","1996-01-01"
"23","Deal for Berlusconi Stake",NA,"Business","1996-01-01"
"24","A few resolutions for high-tech movers and shakers.","TECHNOLOGY: DIGITAL COMMERCE","Technology; Business","1996-01-01"
"35","With a fenetic debut, CNN's Business network plays catch-up. And there's more to come.","MEDIA: TELEVISION","Business","1996-01-01"
"48","A Dial Tone All the Same",NA,"Technology; Business","1996-01-01"
"51","Where the High-Tech Jobs Are",NA,"Technology; Business","1996-01-01"
"54","Treasury Schedules Week's Auctions",NA,"Business","1996-01-01"
"61","Sony to Stir Computers Into Its Traditional Product Mix",NA,"Technology; Business","1996-01-01"
"74","Patents",NA,"Technology; Business","1996-01-01"
"76","The Diet Coke empire strikes back, under the guise of 'Friends.'","THE MEDIA BUSINESS: ADVERTISING","Business","1996-01-01"
"77","A Tejano Singer Sets Out To Bridge Music and Nations",NA,"Business","1996-01-01"
"81","Taking In the Sites;A Virtually Balanced Budget",NA,"Technology; Business","1996-01-01"
"87","Cruise Ship Group Narrows Review","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1996-01-01"
"89","A Chinese Edition of Elle Draws Ads and Readers",NA,"Business","1996-01-01"
"93","A Mistic Account Goes to Deutsch","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1996-01-01"
"95","Saatchi & Saatchi Names No. 2 Official","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1996-01-01"
"97","When Pointing and Clicking Fails to Click;More and More Questions, and Employees, at Computer Help Services",NA,"Technology; Business","1996-01-01"
"101","The Year's Top Media Buys","MOST WANTED 1995: THE ANNUAL NUMBERS","Technology; Movies; Business","1996-01-01"
"105","Equity Offerings Planned This Week",NA,"Business","1996-01-01"
"106","Federal Signal Settles Lawsuit",NA,"Business","1996-01-01"
"107","BUSINESS DIGEST",NA,"Business","1996-01-01"
"109","Review Seen Near In Fast Food","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA","Business","1996-01-01"
"116","After Ovitz, There's No Room for Mercy in Hollywood Agent Wars",NA,"Movies; Business","1996-01-01"
"121","Overseas Markets Expected to Improve","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
"122","Workers Are Expected to Push for More of the Economic Pie","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
"125","OUTLOOK '96: THE ECONOMY: Middle Age Catches Up With the MeGeneration; Meeting Challenges In the Insurance Business",NA,"Business","1996-01-02"
"128","Modest Forecasts for U.S. Shift Focus Overseas","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"135","Experts Are Upbeat. Can Markets Thrive Anyway?","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
"136","Telecommuting Options Are Gaining Sophistication","OUTLOOK '96: TECHNOLOGY AND MEDIA","Technology; Business","1996-01-02"
"137","OUTLOOK '96: THE ECONOMY: Middle Age Catches Up With the MeGeneration; Changing the Shape Of the Housing Market",NA,"Business","1996-01-02"
"139","Little Pessimism From the Executive Suite","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"149","Sideshows Aside, Economy Is Still Key to Election","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"153","OUTLOOK '96: THE ECONOMY: Middle Age Catches Up With the MeGeneration; Increasing the Demand For Health Care Services",NA,"Health; Business","1996-01-02"
"155","Home Pages Never Die; You Must Kill Them","OUTLOOK '96: TECHNOLOGY AND MEDIA","Business","1996-01-02"
"156","Republicans Planning New Offensive in Battle Over Taxes","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
"160","Book Chains Extending Influence","OUTLOOK '96: TECHNOLOGY AND MEDIA","Business; Books","1996-01-02"
"165","OUTLOOK '96: MARKETS AND INVESTINGWhat Now?; Even if '74 Rings a Bell, Avoiding The Market Remains a Risk, Too",NA,"Business","1996-01-02"
"168","The South: Prosperity With an Asterisk","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"170","Outlook '96","BUSINESS WORLD","Front Page; Business","1996-01-02"
"173","Why China Is Ready To Cool Off","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"177","In New York Region, Stirrings of a Revival","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"180","In Japan, Pessimism Is Pervasive","OUTLOOK '96: THE ECONOMY","Business","1996-01-02"
"186","Rough-and-Ready Time in the Internet Business","OUTLOOK '96: TECHNOLOGY AND MEDIA","Technology; Business","1996-01-02"
"188","OUTLOOK '96: THE ECONOMYThe Economic Consensus on 1996: The Year of the Big Yawn; Outlooks at the Edge: From Bust . . .",NA,"Business","1996-01-02"
"189","OUTLOOK '96: THE ECONOMYThe Economic Consensus on 1996: The Year of the Big Yawn; . . . to Optimism on Everything",NA,"Business","1996-01-02"
"190","Chairman Is Named At New York Fed",NA,"Business","1996-01-02"
"193","With U.S. Flat, Where Will the Money Go?","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
"197","Reaping Profits From Wall Street Run-Up","OUTLOOK '96: MARKETS AND INVESTING","Business","1996-01-02"
